tau = 4min

Point Number 	 Temperature 
 2445 	 50.515385 
 2446 	 50.447151 
 2447 	 50.464209 
 2448 	 50.447151 
 2449 	 50.788322 
 2450 	 50.378916 
 2451 	 50.754204 
 2452 	 50.720087 
 2453 	 50.634795 
 2454 	 50.310682 
 2455 	 50.685970 
 2456 	 50.225389 
 2457 	 50.600677 
 2458 	 50.208331 
 2459 	 50.191272 
 2460 	 50.515385 
 2461 	 50.549502 
 2462 	 50.430092 
 2463 	 50.088921 
 2464 	 50.071862 
 2465 	 50.361858 
 2466 	 50.037745 
 2467 	 50.293624 
 2468 	 50.020687 
 2469 	 50.293624 
 2470 	 49.969511 
 2471 	 49.952453 
 2472 	 49.901277 
 2473 	 49.884218 
 2474 	 50.276565 
 2475 	 50.191272 
 2476 	 49.781867 
 2477 	 49.781867 
 2478 	 49.730691 
 2479 	 49.696574 
 2480 	 49.730691 
 2481 	 49.730691 
 2482 	 49.645399 
 2483 	 49.679516 
 2484 	 49.662457 
 2485 	 49.611282 
 2486 	 49.577164 
 2487 	 49.918335 
 2488 	 49.543047 
 2489 	 49.525989 
 2490 	 49.747750 
 2491 	 49.440696 
 2492 	 49.884218 
 2493 	 49.764809 
 2494 	 49.423638 
 2495 	 49.713633 
 2496 	 49.355403 
 2497 	 49.355403 
 2498 	 49.321286 
 2499 	 49.270111 
 2500 	 49.287169 
 2501 	 49.611282 
 2502 	 49.235993 
 2503 	 49.218935 
 2504 	 49.577164 
 2505 	 49.167759 
 2506 	 49.508930 
 2507 	 49.474813 
 2508 	 49.116584 
 2509 	 49.440696 
 2510 	 49.457755 
 2511 	 49.355403 
 2512 	 49.014232 
 2513 	 48.963057 
 2514 	 48.945998 
 2515 	 48.945998 
 2516 	 48.928940 
 2517 	 48.894823 
 2518 	 48.860705 
 2519 	 48.860705 
 2520 	 48.843647 
 2521 	 48.809530 
 2522 	 48.758354 
 2523 	 48.775413 
 2524 	 48.724237 
 2525 	 48.690120 
 2526 	 48.621886 
 2527 	 49.031291 
 2528 	 48.656003 
 2529 	 48.604827 
 2530 	 48.945998 
 2531 	 48.570710 
 2532 	 48.945998 
 2533 	 48.877764 
 2534 	 48.911881 
 2535 	 48.860705 
 2536 	 48.451300 
 2537 	 48.434242 
 2538 	 48.417183 
 2539 	 48.724237 
 2540 	 48.656003 
 2541 	 48.792471 
 2542 	 48.673061 
 2543 	 48.297773 
 2544 	 48.314832 
 2545 	 48.263656 
 2546 	 48.229539 
 2547 	 48.229539 
 2548 	 48.195422 
 2549 	 48.161305 
 2550 	 48.502476 
 2551 	 48.127188 
 2552 	 48.110129 
 2553 	 48.502476 
 2554 	 48.041895 
 2555 	 48.263656 
 2556 	 48.348949 
 2557 	 47.973661 
 2558 	 47.973661 
 2559 	 48.331890 
 2560 	 48.297773 
 2561 	 48.246598 
 2562 	 47.888368 
 2563 	 48.127188 
 2564 	 47.820134 
 2565 	 47.803076 
 2566 	 48.110129 
 2567 	 48.127188 
 2568 	 47.751900 
 2569 	 47.717783 
 2570 	 48.024837 
 2571 	 47.683666 
 2572 	 47.683666 
 2573 	 47.615432 
 2574 	 47.939544 
 2575 	 47.598373 
 2576 	 47.581314 
 2577 	 47.513080 
 2578 	 47.564256 
 2579 	 47.888368 
 2580 	 47.461905 
 2581 	 47.478963 
 2582 	 47.751900 
 2583 	 47.734841 
 2584 	 47.376612 
 2585 	 47.393670 
 2586 	 47.342495 
 2587 	 47.325436 
 2588 	 47.291319 
 2589 	 47.683666 
 2590 	 47.632490 
 2591 	 47.547197 
 2592 	 47.513080 
 2593 	 47.581314 
 2594 	 47.154851 
 2595 	 47.120734 
 2596 	 47.103675 
 2597 	 47.496022 
 2598 	 47.086617 
 2599 	 47.376612 
 2600 	 47.052500 
 2601 	 47.018383 
 2602 	 46.967207 
 2603 	 46.967207 
 2604 	 46.950148 
 2605 	 46.933090 
 2606 	 47.274261 
 2607 	 46.864856 
 2608 	 47.240144 
 2609 	 47.154851 
 2610 	 46.813680 
 2611 	 46.813680 
 2612 	 46.796621 
 2613 	 46.762504 
 2614 	 46.745446 
 2615 	 47.018383 
 2616 	 47.035441 
 2617 	 47.120734 
 2618 	 46.626036 
 2619 	 46.933090 
 2620 	 47.001324 
 2621 	 46.574860 
 2622 	 46.967207 
 2623 	 46.813680 
 2624 	 46.523685 
 2625 	 46.489568 
 2626 	 46.455451 
 2627 	 46.438392 
 2628 	 46.421333 
 2629 	 46.404275 
 2630 	 46.353099 
 2631 	 46.745446 
 2632 	 46.643095 
 2633 	 46.318982 
 2634 	 46.677212 
 2635 	 46.660153 
 2636 	 46.643095 
 2637 	 46.608977 
 2638 	 46.182514 
 2639 	 46.557802 
 2640 	 46.131338 
 2641 	 46.131338 
 2642 	 46.455451 
 2643 	 46.421333 
 2644 	 46.063104 
 2645 	 46.046046 
 2646 	 46.421333 
 2647 	 46.011928 
 2648 	 45.977811 
 2649 	 46.370158 
 2650 	 45.960753 
 2651 	 45.943694 
 2652 	 46.318982 
 2653 	 45.875460 
 2654 	 45.875460 
 2655 	 45.824285 
 2656 	 46.216631 
 2657 	 45.790167 
 2658 	 45.790167 
 2659 	 45.756050 
 2660 	 45.721933 
 2661 	 46.063104 
 2662 	 46.028987 
 2663 	 45.704875 
 2664 	 45.619582 
 2665 	 45.619582 
 2666 	 45.909577 
 2667 	 45.943694 
 2668 	 45.534289 
 2669 	 45.960753 
 2670 	 45.875460 
 2671 	 45.517231 
 2672 	 45.483114 
 2673 	 45.483114 
 2674 	 45.431938 
 2675 	 45.721933 
 2676 	 45.397821 
 2677 	 45.397821 
 2678 	 45.704875 
 2679 	 45.721933 
 2680 	 45.636641 
 2681 	 45.312528 
 2682 	 45.261353 
 2683 	 45.619582 
 2684 	 45.602523 
 2685 	 45.636641 
 2686 	 45.210177 
 2687 	 45.176060 
 2688 	 45.534289 
 2689 	 45.159001 
 2690 	 45.483114 
 2691 	 45.107826 
 2692 	 45.073709 
 2693 	 45.005475 
 2694 	 45.005475 
 2695 	 45.005475 
 2696 	 45.329587 
 2697 	 45.312528 
 2698 	 45.346645 
 2699 	 44.954299 
 2700 	 45.431938 
 2701 	 45.295470 
 2702 	 45.176060 
 2703 	 45.227236 
 2704 	 44.834889 
 2705 	 45.193118 
 2706 	 44.766655 
 2707 	 44.783714 
 2708 	 45.056650 
 2709 	 45.056650 
 2710 	 44.698421 
 2711 	 44.664304 
 2712 	 45.039592 
 2713 	 44.937240 
 2714 	 44.613128 
 2715 	 44.613128 
 2716 	 44.579011 
 2717 	 44.954299 
 2718 	 44.527835 
 2719 	 44.544894 
 2720 	 44.493718 
 2721 	 44.459601 
 2722 	 44.800772 
 2723 	 44.817831 
 2724 	 44.425484 
 2725 	 44.408426 
 2726 	 44.374309 
 2727 	 44.698421 
 2728 	 44.323133 
 2729 	 44.340192 
 2730 	 44.323133 
 2731 	 44.271957 
 2732 	 44.817831 
 2733 	 44.254899 
 2734 	 44.647245 
 2735 	 44.425484 
 2736 	 44.203723 
 2737 	 44.561953 
 2738 	 44.561953 
 2739 	 44.135489 
 2740 	 44.135489 
 2741 	 44.084313 
 2742 	 44.391367 
 2743 	 44.391367 
 2744 	 44.067255 
 2745 	 44.016079 
 2746 	 43.999021 
 2747 	 43.999021 
 2748 	 43.964904 
 2749 	 43.964904 
 2750 	 44.357250 
 2751 	 44.306074 
 2752 	 43.896670 
 2753 	 44.220782 
 2754 	 43.862552 
 2755 	 44.254899 
 2756 	 44.186665 
 2757 	 44.152548 
 2758 	 43.760201 
 2759 	 43.777260 
 2760 	 44.084313 
 2761 	 43.760201 
 2762 	 43.726084 
 2763 	 43.709026 
 2764 	 44.067255 
 2765 	 44.050196 
 2766 	 43.657850 
 2767 	 43.657850 
 2768 	 43.623733 
 2769 	 43.640791 
 2770 	 43.606674 
 2771 	 43.589616 
 2772 	 43.981962 
 2773 	 43.572557 
 2774 	 43.862552 
 2775 	 43.896670 
 2776 	 43.828435 
 2777 	 43.896670 
 2778 	 43.436089 
 2779 	 43.862552 
 2780 	 43.419030 
 2781 	 43.419030 
 2782 	 43.419030 
 2783 	 43.691967 
 2784 	 43.760201 
 2785 	 43.333738 
 2786 	 43.333738 
 2787 	 43.623733 
 2788 	 43.282562 
 2789 	 43.265504 
 2790 	 43.265504 
 2791 	 43.589616 
 2792 	 43.657850 
 2793 	 43.231387 
 2794 	 43.231387 
 2795 	 43.197270 
 2796 	 43.470206 
 2797 	 43.504323 
 2798 	 43.129035 
 2799 	 43.094918 
 2800 	 43.077860 
 2801 	 43.419030 
 2802 	 43.094918 
 2803 	 43.436089 
 2804 	 43.333738 
 2805 	 43.026684 
 2806 	 43.333738 
 2807 	 43.026684 
 2808 	 43.401972 
 2809 	 42.992567 
 2810 	 43.009626 
 2811 	 42.975509 
 2812 	 42.958450 
 2813 	 43.265504 
 2814 	 42.907274 
 2815 	 42.873157 
 2816 	 43.248445 
 2817 	 43.401972 
 2818 	 42.856099 
 2819 	 43.231387 
 2820 	 42.856099 
 2821 	 42.821982 
 2822 	 42.821982 
 2823 	 42.804923 
 2824 	 42.804923 
 2825 	 42.787865 
 2826 	 43.129035 
 2827 	 43.163152 
 2828 	 42.736689 
 2829 	 42.736689 
 2830 	 43.043743 
 2831 	 43.043743 
 2832 	 43.043743 
 2833 	 42.685513 
 2834 	 42.975509 
 2835 	 42.651396 
 2836 	 42.634338 
 2837 	 43.009626 
 2838 	 42.634338 
 2839 	 43.009626 
 2840 	 42.873157 
 2841 	 42.583162 
 2842 	 42.941391 
 2843 	 42.566104 
 2844 	 42.856099 
 2845 	 42.839040 
 2846 	 42.514928 
 2847 	 42.497870 
 2848 	 42.856099 
 2849 	 42.890216 
 2850 	 42.804923 
 2851 	 42.839040 
 2852 	 42.770806 
 2853 	 42.446694 
 2854 	 42.412577 
 2855 	 42.395518 
 2856 	 42.395518 
 2857 	 42.787865 
 2858 	 42.685513 
 2859 	 42.395518 
 2860 	 42.378460 
 2861 	 42.344343 
 2862 	 42.361401 
 2863 	 42.310226 
 2864 	 42.651396 
 2865 	 42.327284 
 2866 	 42.736689 
 2867 	 42.310226 
 2868 	 42.685513 
 2869 	 42.293167 
 2870 	 42.634338 
 2871 	 42.617279 
 2872 	 42.600221 
 2873 	 42.651396 
 2874 	 42.241992 
 2875 	 42.276109 
 2876 	 42.207874 
 2877 	 42.207874 
 2878 	 42.190816 
 2879 	 42.190816 
 2880 	 42.173757 
 2881 	 42.156699 
 2882 	 42.480811 
 2883 	 42.156699 
 2884 	 42.156699 
 2885 	 42.361401 
 2886 	 42.463752 
 2887 	 42.122582 
 2888 	 42.122582 
 2889 	 42.463752 
 2890 	 42.088465 
 2891 	 42.105523 
 2892 	 42.463752 
 2893 	 42.105523 
 2894 	 42.105523 
 2895 	 42.463752 
 2896 	 42.463752 
 2897 	 42.395518 
 2898 	 42.037289 
 2899 	 42.071406 
 2900 	 42.395518 
 2901 	 42.037289 
 2902 	 42.037289 
 2903 	 42.412577 
 2904 	 42.344343 
 2905 	 41.986114 
 2906 	 42.020231 
 2907 	 41.986114 
 2908 	 42.378460 
 2909 	 41.986114 
 2910 	 41.951996 
 2911 	 42.241992 
 2912 	 42.361401 
 2913 	 41.969055 
 2914 	 41.951996 
 2915 	 42.293167 
 2916 	 42.310226 
 2917 	 41.934938 
 2918 	 42.293167 
 2919 	 42.344343 
 2920 	 42.224933 
 2921 	 42.276109 
 2922 	 41.900821 
 2923 	 41.900821 
 2924 	 42.276109 
 2925 	 41.900821 
 2926 	 41.883762 
 2927 	 41.866704 
 2928 	 42.293167 
 2929 	 42.224933 
 2930 	 42.259050 
 2931 	 41.883762 
 2932 	 41.866704 
 2933 	 42.224933 
 2934 	 42.190816 
 2935 	 41.815528 
 2936 	 41.832587 
 2937 	 42.207874 
 2938 	 41.832587 
 2939 	 41.798470 
 2940 	 42.190816 
 2941 	 42.207874 
 2942 	 42.156699 
 2943 	 42.378460 
 2944 	 42.139640 
 2945 	 42.156699 
 2946 	 42.190816 
 2947 	 42.173757 
 2948 	 41.781411 
 2949 	 42.207874 
 2950 	 41.832587 
 2951 	 41.781411 
 2952 	 42.173757 
 2953 	 42.156699 
 2954 	 42.122582 
 2955 	 41.781411 
 2956 	 42.088465 
 2957 	 41.781411 
 2958 	 42.122582 
 2959 	 41.781411 
 2960 	 41.747294 
 2961 	 42.207874 
 2962 	 42.139640 
 2963 	 42.088465 
 2964 	 42.071406 
 2965 	 41.764353 
 2966 	 41.764353 
 2967 	 41.764353 
 2968 	 41.764353 
 2969 	 41.781411 
 2970 	 41.730236 
 2971 	 42.190816 
 2972 	 41.747294 
 2973 	 41.764353 
 2974 	 41.764353 
 2975 	 42.224933 
 2976 	 41.730236 
 2977 	 42.122582 
 2978 	 41.764353 
 2979 	 42.122582 
 2980 	 41.764353 
 2981 	 42.122582 
 2982 	 42.071406 
 2983 	 41.798470 
 2984 	 41.730236 
 2985 	 41.747294 
 2986 	 41.747294 
 2987 	 42.088465 
 2988 	 42.122582 
 2989 	 42.156699 
 2990 	 41.747294 
 2991 	 41.764353 
 2992 	 41.781411 
 2993 	 41.764353 
 2994 	 41.747294 
 2995 	 41.969055 
 2996 	 42.105523 
 2997 	 42.054348 
 2998 	 41.747294 
 2999 	 41.764353 
 3000 	 42.156699 
 3001 	 41.764353 
 3002 	 42.156699 
 3003 	 41.730236 
 3004 	 42.173757 
 3005 	 42.105523 
 3006 	 41.764353 
 3007 	 41.747294 
 3008 	 41.798470 
 3009 	 42.190816 
 3010 	 42.088465 
 3011 	 41.781411 
 3012 	 42.173757 
 3013 	 42.173757 
 3014 	 41.781411 
 3015 	 42.156699 
 3016 	 41.747294 
 3017 	 41.798470 
 3018 	 41.798470 
 3019 	 41.815528 
 3020 	 41.815528 
 3021 	 41.781411 
 3022 	 41.764353 
 3023 	 41.798470 
 3024 	 42.190816 
 3025 	 42.156699 
 3026 	 41.832587 
 3027 	 42.293167 
 3028 	 41.798470 
 3029 	 41.832587 
 3030 	 41.815528 
 3031 	 42.173757 
 3032 	 42.173757 
 3033 	 41.832587 
 3034 	 42.156699 
 3035 	 41.849645 
 3036 	 41.849645 
 3037 	 42.190816 
 3038 	 41.866704 
 3039 	 41.866704 
 3040 	 42.259050 
 3041 	 41.849645 
 3042 	 41.866704 
 3043 	 41.849645 
 3044 	 41.883762 
 3045 	 42.122582 
 3046 	 41.900821 
 3047 	 42.293167 
 3048 	 41.900821 
 3049 	 42.207874 
 3050 	 42.190816 
 3051 	 41.917879 
 3052 	 41.900821 
 3053 	 41.917879 
 3054 	 41.934938 
 3055 	 42.344343 
 3056 	 42.276109 
 3057 	 41.934938 
 3058 	 42.310226 
 3059 	 42.327284 
 3060 	 41.917879 
 3061 	 42.276109 
 3062 	 42.259050 
 3063 	 42.327284 
 3064 	 42.327284 
 3065 	 42.327284 
 3066 	 41.969055 
 3067 	 42.344343 
 3068 	 41.986114 
 3069 	 42.429635 
 3070 	 42.310226 
 3071 	 42.020231 
 3072 	 42.037289 
 3073 	 42.429635 
 3074 	 42.003172 
 3075 	 42.037289 
 3076 	 42.344343 
 3077 	 42.446694 
 3078 	 42.054348 
 3079 	 42.378460 
 3080 	 42.395518 
 3081 	 42.071406 
 3082 	 42.088465 
 3083 	 42.088465 
 3084 	 42.105523 
 3085 	 42.122582 
 3086 	 42.497870 
 3087 	 42.514928 
 3088 	 42.122582 
 3089 	 42.122582 
 3090 	 42.122582 
 3091 	 42.156699 
 3092 	 42.156699 
 3093 	 42.514928 
 3094 	 42.156699 
 3095 	 42.566104 
 3096 	 42.497870 
 3097 	 42.207874 
 3098 	 42.685513 
 3099 	 42.207874 
 3100 	 42.600221 
 3101 	 42.651396 
 3102 	 42.566104 
 3103 	 42.224933 
 3104 	 42.241992 
 3105 	 42.514928 
 3106 	 42.651396 
 3107 	 42.293167 
 3108 	 42.702572 
 3109 	 42.668455 
 3110 	 42.600221 
 3111 	 42.293167 
 3112 	 42.310226 
 3113 	 42.310226 
 3114 	 42.327284 
 3115 	 42.310226 
 3116 	 42.736689 
 3117 	 42.293167 
 3118 	 42.361401 
 3119 	 42.395518 
 3120 	 42.685513 
 3121 	 42.378460 
 3122 	 42.395518 
 3123 	 42.719631 
 3124 	 42.429635 
 3125 	 42.429635 
 3126 	 42.412577 
 3127 	 42.412577 
 3128 	 42.378460 
 3129 	 42.770806 
 3130 	 42.480811 
 3131 	 42.514928 
 3132 	 42.514928 
 3133 	 42.907274 
 3134 	 42.514928 
 3135 	 42.514928 
 3136 	 42.873157 
 3137 	 42.958450 
 3138 	 42.531987 
 3139 	 42.549045 
 3140 	 42.583162 
 3141 	 42.566104 
 3142 	 42.583162 
 3143 	 42.992567 
 3144 	 42.566104 
 3145 	 42.651396 
 3146 	 42.668455 
 3147 	 42.668455 
 3148 	 43.043743 
 3149 	 42.685513 
 3150 	 43.009626 
 3151 	 42.685513 
 3152 	 42.702572 
 3153 	 42.753748 
 3154 	 42.753748 
 3155 	 42.719631 
 3156 	 43.111977 
 3157 	 43.180211 
 3158 	 42.804923 
 3159 	 43.163152 
 3160 	 42.787865 
 3161 	 42.804923 
 3162 	 42.839040 
 3163 	 43.129035 
 3164 	 43.077860 
 3165 	 43.163152 
 3166 	 43.180211 
 3167 	 43.248445 
 3168 	 42.856099 
 3169 	 42.873157 
 3170 	 43.316679 
 3171 	 43.231387 
 3172 	 42.924333 
 3173 	 43.214328 
 3174 	 42.924333 
 3175 	 43.265504 
 3176 	 43.299621 
 3177 	 42.975509 
 3178 	 42.992567 
 3179 	 43.367855 
 3180 	 43.026684 
 3181 	 43.026684 
 3182 	 43.043743 
 3183 	 43.043743 
 3184 	 43.077860 
 3185 	 43.077860 
 3186 	 43.487265 
 3187 	 43.504323 
 3188 	 43.111977 
 3189 	 43.111977 
 3190 	 43.470206 
 3191 	 43.487265 
 3192 	 43.572557 
 3193 	 43.197270 
 3194 	 43.214328 
 3195 	 43.180211 
 3196 	 43.197270 
 3197 	 43.623733 
 3198 	 43.265504 
 3199 	 43.231387 
 3200 	 43.589616 
 3201 	 43.299621 
 3202 	 43.316679 
 3203 	 43.640791 
 3204 	 43.674909 
 3205 	 43.333738 
 3206 	 43.333738 
 3207 	 43.367855 
 3208 	 43.691967 
 3209 	 43.419030 
 3210 	 43.401972 
 3211 	 43.828435 
 3212 	 43.811377 
 3213 	 43.453148 
 3214 	 43.470206 
 3215 	 43.487265 
 3216 	 43.487265 
 3217 	 43.845494 
 3218 	 43.521382 
 3219 	 43.538440 
 3220 	 43.538440 
 3221 	 43.964904 
 3222 	 43.913728 
 3223 	 43.896670 
 3224 	 43.640791 
 3225 	 43.981962 
 3226 	 43.606674 
 3227 	 44.033138 
 3228 	 43.709026 
 3229 	 44.033138 
 3230 	 43.691967 
 3231 	 43.709026 
 3232 	 44.135489 
 3233 	 44.067255 
 3234 	 44.067255 
 3235 	 43.794318 
 3236 	 44.118431 
 3237 	 43.794318 
 3238 	 44.169606 
 3239 	 43.828435 
 3240 	 44.203723 
 3241 	 44.254899 
 3242 	 44.289016 
 3243 	 43.930787 
 3244 	 44.323133 
 3245 	 44.254899 
 3246 	 43.964904 
 3247 	 43.964904 
 3248 	 44.391367 
 3249 	 43.999021 
 3250 	 43.981962 
 3251 	 44.033138 
 3252 	 44.067255 
 3253 	 44.084313 
 3254 	 44.067255 
 3255 	 44.101372 
 3256 	 44.442543 
 3257 	 44.442543 
 3258 	 44.135489 
 3259 	 44.681362 
 3260 	 44.135489 
 3261 	 44.203723 
 3262 	 44.186665 
 3263 	 44.203723 
 3264 	 44.254899 
 3265 	 44.271957 
 3266 	 44.698421 
 3267 	 44.664304 
 3268 	 44.306074 
 3269 	 44.732538 
 3270 	 44.323133 
 3271 	 44.340192 
 3272 	 44.715479 
 3273 	 44.408426 
 3274 	 44.408426 
 3275 	 44.749596 
 3276 	 44.442543 
 3277 	 44.817831 
 3278 	 44.476660 
 3279 	 44.527835 
 3280 	 44.920182 
 3281 	 44.817831 
 3282 	 44.579011 
 3283 	 44.561953 
 3284 	 44.561953 
 3285 	 44.596070 
 3286 	 44.596070 
 3287 	 44.664304 
 3288 	 44.954299 
 3289 	 44.647245 
 3290 	 45.073709 
 3291 	 44.681362 
 3292 	 44.715479 
 3293 	 44.698421 
 3294 	 45.141943 
 3295 	 44.783714 
 3296 	 44.783714 
 3297 	 45.107826 
 3298 	 45.159001 
 3299 	 45.176060 
 3300 	 45.176060 
 3301 	 45.193118 
 3302 	 45.278411 
 3303 	 45.244294 
 3304 	 44.920182 
 3305 	 44.903123 
 3306 	 45.261353 
 3307 	 45.295470 
 3308 	 45.500172 
 3309 	 44.988416 
 3310 	 45.022533 
 3311 	 45.022533 
 3312 	 45.039592 
 3313 	 45.073709 
 3314 	 45.090767 
 3315 	 45.124884 
 3316 	 45.448997 
 3317 	 45.159001 
 3318 	 45.176060 
 3319 	 45.551348 
 3320 	 45.193118 
 3321 	 45.210177 
 3322 	 45.619582 
 3323 	 45.244294 
 3324 	 45.568406 
 3325 	 45.295470 
 3326 	 45.721933 
 3327 	 45.704875 
 3328 	 45.756050 
 3329 	 45.346645 
 3330 	 45.721933 
 3331 	 45.397821 
 3332 	 45.807226 
 3333 	 45.466055 
 3334 	 45.738992 
 3335 	 45.466055 
 3336 	 45.500172 
 3337 	 45.500172 
 3338 	 45.551348 
 3339 	 45.568406 
 3340 	 45.602523 
 3341 	 45.568406 
 3342 	 45.602523 
 3343 	 46.028987 
 3344 	 45.636641 
 3345 	 45.653699 
 3346 	 46.011928 
 3347 	 46.080163 
 3348 	 45.721933 
 3349 	 45.756050 
 3350 	 45.756050 
 3351 	 46.097221 
 3352 	 45.790167 
 3353 	 45.790167 
 3354 	 46.131338 
 3355 	 45.858402 
 3356 	 46.165455 
 3357 	 46.284865 
 3358 	 45.909577 
 3359 	 45.943694 
 3360 	 46.370158 
 3361 	 45.977811 
 3362 	 46.336041 
 3363 	 45.994870 
 3364 	 46.301924 
 3365 	 46.011928 
 3366 	 46.421333 
 3367 	 46.455451 
 3368 	 46.080163 
 3369 	 46.148397 
 3370 	 46.523685 
 3371 	 46.165455 
 3372 	 46.182514 
 3373 	 46.404275 
 3374 	 46.557802 
 3375 	 46.557802 
 3376 	 46.660153 
 3377 	 46.626036 
 3378 	 46.677212 
 3379 	 46.301924 
 3380 	 46.301924 
 3381 	 46.608977 
 3382 	 46.711329 
 3383 	 46.370158 
 3384 	 46.813680 
 3385 	 46.421333 
 3386 	 46.796621 
 3387 	 46.864856 
 3388 	 46.489568 
 3389 	 46.506626 
 3390 	 46.933090 
 3391 	 46.540743 
 3392 	 46.574860 
 3393 	 46.591919 
 3394 	 46.950148 
 3395 	 46.626036 
 3396 	 46.984265 
 3397 	 46.950148 
 3398 	 47.086617 
 3399 	 47.120734 
 3400 	 46.711329 
 3401 	 47.137792 
 3402 	 47.137792 
 3403 	 46.813680 
 3404 	 46.796621 
 3405 	 46.830739 
 3406 	 47.223085 
 3407 	 47.240144 
 3408 	 46.898973 
 3409 	 47.240144 
 3410 	 46.933090 
 3411 	 46.950148 
 3412 	 46.950148 
 3413 	 47.342495 
 3414 	 47.018383 
 3415 	 47.052500 
 3416 	 47.035441 
 3417 	 47.069558 
 3418 	 47.444846 
 3419 	 47.137792 
 3420 	 47.120734 
 3421 	 47.137792 
 3422 	 47.154851 
 3423 	 47.547197 
 3424 	 47.223085 
 3425 	 47.598373 
 3426 	 47.274261 
 3427 	 47.274261 
 3428 	 47.700724 
 3429 	 47.308378 
 3430 	 47.325436 
 3431 	 47.342495 
 3432 	 47.376612 
 3433 	 47.393670 
 3434 	 47.717783 
 3435 	 47.820134 
 3436 	 47.444846 
 3437 	 47.888368 
 3438 	 47.837193 
 3439 	 47.837193 
 3440 	 47.513080 
 3441 	 47.547197 
 3442 	 47.905427 
 3443 	 47.973661 
 3444 	 47.956602 
 3445 	 47.649549 
 3446 	 47.649549 
 3447 	 47.683666 
 3448 	 48.246598 
 3449 	 48.144246 
 3450 	 48.093071 
 3451 	 48.110129 
 3452 	 47.803076 
 3453 	 47.820134 
 3454 	 47.837193 
 3455 	 47.871310 
 3456 	 47.888368 
 3457 	 47.905427 
 3458 	 48.297773 
 3459 	 48.366008 
 3460 	 48.314832 
 3461 	 48.007778 
 3462 	 48.007778 
 3463 	 48.366008 
 3464 	 48.434242 
 3465 	 48.451300 
 3466 	 48.093071 
 3467 	 48.502476 
 3468 	 48.485417 
 3469 	 48.400125 
 3470 	 48.161305 
 3471 	 48.621886 
 3472 	 48.383066 
 3473 	 48.229539 
 3474 	 48.246598 
 3475 	 48.587769 
 3476 	 48.246598 
 3477 	 48.314832 
 3478 	 48.348949 
 3479 	 48.383066 
 3480 	 48.400125 
 3481 	 48.809530 
 3482 	 48.758354 
 3483 	 48.485417 
 3484 	 48.468359 
 3485 	 48.519534 
 3486 	 48.519534 
 3487 	 48.877764 
 3488 	 48.894823 
 3489 	 48.928940 
 3490 	 48.997174 
 3491 	 49.065408 
 3492 	 49.031291 
 3493 	 48.997174 
 3494 	 48.707179 
 3495 	 48.741296 
 3496 	 48.707179 
 3497 	 48.741296 
 3498 	 48.809530 
 3499 	 48.792471 
 3500 	 49.048349 
 3501 	 49.167759 
 3502 	 48.877764 
 3503 	 48.911881 
 3504 	 48.928940 
 3505 	 49.321286 
 3506 	 48.963057 
 3507 	 49.321286 
 3508 	 48.997174 
 3509 	 49.065408 
 3510 	 49.406579 
 3511 	 49.423638 
 3512 	 49.423638 
 3513 	 49.116584 
 3514 	 49.150701 
 3515 	 49.167759 
 3516 	 49.508930 
 3517 	 49.218935 
 3518 	 49.235993 
 3519 	 49.218935 
 3520 	 49.679516 
 3521 	 49.594223 
 3522 	 49.611282 
 3523 	 49.338345 
 3524 	 49.372462 
 3525 	 49.372462 
 3526 	 49.423638 
 3527 	 49.406579 
 3528 	 49.457755 
 3529 	 49.440696 
 3530 	 49.850101 
 3531 	 49.525989 
 3532 	 49.935394 
 3533 	 49.560106 
 3534 	 49.952453 
 3535 	 49.918335 
 3536 	 49.611282 
 3537 	 49.645399 
 3538 	 50.054804 
 3539 	 50.071862 
 3540 	 49.730691 
 3541 	 49.747750 
 3542 	 50.191272 
 3543 	 50.191272 
 3544 	 50.157155 
 3545 	 49.815984 
 3546 	 49.867160 
 3547 	 49.867160 
 3548 	 50.208331 
 3549 	 50.361858 
 3550 	 49.935394 
 3551 	 49.935394 
 3552 	 50.464209 
 3553 	 50.020687 
 3554 	 50.020687 
 3555 	 50.037745 
 3556 	 50.054804 
 3557 	 50.088921 
 3558 	 50.481268 
 3559 	 50.123038 
 3560 	 50.174214 
 3561 	 50.208331 
 3562 	 50.532443 
 3563 	 50.225389 
 3564 	 50.583619 
 3565 	 50.276565 
 3566 	 50.259506 
 3567 	 50.310682 
 3568 	 50.685970 
 3569 	 50.685970 
 3570 	 50.395975 
 3571 	 50.805380 
 3572 	 50.464209 
 3573 	 50.788322 
 3574 	 50.447151 
 3575 	 50.498326 
 3576 	 50.873614 
 3577 	 50.941849 
 3578 	 50.566560 
 3579 	 50.873614 
 3580 	 50.617736 
 3581 	 50.600677 
 3582 	 51.078317 
 3583 	 50.668912 
 3584 	 51.027141 
 3585 	 50.737146 
 3586 	 50.737146 
 3587 	 50.771263 
 3588 	 51.163610 
 3589 	 51.214785 
 3590 	 50.856556 
 3591 	 50.839497 
 3592 	 50.890673 
 3593 	 50.890673 
 3594 	 51.334195 
 3595 	 50.941849 
 3596 	 51.010083 
 3597 	 51.027141 
 3598 	 51.027141 
 3599 	 50.993024 
 3600 	 51.419488 
 3601 	 51.078317 
 3602 	 51.521839 
 3603 	 51.146551 
 3604 	 51.163610 
 3605 	 51.146551 
 3606 	 51.197727 
 3607 	 51.248902 
 3608 	 51.214785 
 3609 	 51.624191 
