tau = 1min

t(10^-1 s) Temperature(˚C)
 0 	 55.848290 
 1 	 55.902077 
 2 	 55.955865 
 3 	 55.973794 
 4 	 55.597284 
 5 	 55.651071 
 6 	 55.651071 
 7 	 55.669000 
 8 	 55.669000 
 9 	 55.669000 
 10 	 56.027581 
 11 	 55.704858 
 12 	 55.686929 
 13 	 55.937935 
 14 	 55.973794 
 15 	 55.740716 
 16 	 55.740716 
 17 	 55.740716 
 18 	 55.722787 
 19 	 55.812432 
 20 	 55.776574 
 21 	 55.848290 
 22 	 56.027581 
 23 	 55.758645 
 24 	 55.830361 
 25 	 56.117226 
 26 	 55.848290 
 27 	 55.812432 
 28 	 56.063439 
 29 	 55.830361 
 30 	 56.081368 
 31 	 56.242729 
 32 	 55.884148 
 33 	 55.866219 
 34 	 55.884148 
 35 	 55.902077 
 36 	 56.188942 
 37 	 56.045510 
 38 	 56.081368 
 39 	 55.920006 
 40 	 56.117226 
 41 	 55.920006 
 42 	 56.188942 
 43 	 56.278587 
 44 	 56.171013 
 45 	 56.188942 
 46 	 55.902077 
 47 	 55.902077 
 48 	 56.045510 
 49 	 55.902077 
 50 	 55.902077 
 51 	 56.135155 
 52 	 55.884148 
 53 	 56.242729 
 54 	 56.027581 
 55 	 56.206871 
 56 	 56.171013 
 57 	 55.902077 
 58 	 56.260658 
 59 	 55.902077 
 60 	 56.135155 
 61 	 55.920006 
 62 	 55.902077 
 63 	 56.224800 
 64 	 56.171013 
 65 	 55.902077 
 66 	 56.206871 
 67 	 55.866219 
 68 	 56.171013 
 69 	 55.758645 
 70 	 55.812432 
 71 	 55.812432 
 72 	 56.206871 
 73 	 55.866219 
 74 	 56.188942 
 75 	 55.812432 
 76 	 56.188942 
 77 	 55.794503 
 78 	 55.794503 
 79 	 55.794503 
 80 	 55.794503 
 81 	 55.776574 
 82 	 55.794503 
 83 	 56.099297 
 84 	 55.794503 
 85 	 56.117226 
 86 	 55.794503 
 87 	 55.758645 
 88 	 56.027581 
 89 	 56.063439 
 90 	 56.045510 
 91 	 55.740716 
 92 	 55.704858 
 93 	 56.099297 
 94 	 55.740716 
 95 	 56.009652 
 96 	 55.758645 
 97 	 56.027581 
 98 	 55.722787 
 99 	 55.669000 
 100 	 55.776574 
 101 	 55.830361 
 102 	 55.633142 
 103 	 55.884148 
 104 	 55.543497 
 105 	 55.507639 
 106 	 55.740716 
 107 	 55.400064 
 108 	 55.489710 
 109 	 55.722787 
 110 	 55.453852 
 111 	 55.489710 
 112 	 55.435922 
 113 	 55.435922 
 114 	 55.435922 
 115 	 55.400064 
 116 	 55.400064 
 117 	 55.382135 
 118 	 55.364206 
 119 	 55.400064 
 120 	 55.346277 
 121 	 55.669000 
 122 	 55.740716 
 123 	 55.597284 
 124 	 55.400064 
 125 	 55.328348 
 126 	 55.740716 
 127 	 55.633142 
 128 	 55.292490 
 129 	 55.310419 
 130 	 55.633142 
 131 	 55.310419 
 132 	 55.830361 
 133 	 55.704858 
 134 	 55.274561 
 135 	 55.669000 
 136 	 55.256632 
 137 	 55.292490 
 138 	 55.597284 
 139 	 55.615213 
 140 	 55.597284 
 141 	 55.561426 
 142 	 55.489710 
 143 	 55.149058 
 144 	 55.166987 
 145 	 55.149058 
 146 	 55.435922 
 147 	 55.274561 
 148 	 55.149058 
 149 	 55.561426 
 150 	 55.615213 
 151 	 55.382135 
 152 	 55.113200 
 153 	 55.346277 
 154 	 55.095271 
 155 	 55.077342 
 156 	 55.077342 
 157 	 55.364206 
 158 	 55.346277 
 159 	 55.435922 
 160 	 55.041484 
 161 	 55.292490 
 162 	 55.023555 
 163 	 55.256632 
 164 	 55.292490 
 165 	 54.987697 
 166 	 55.328348 
 167 	 54.969768 
 168 	 55.005626 
 169 	 54.969768 
 170 	 54.915981 
 171 	 54.951839 
 172 	 55.202845 
 173 	 54.933910 
 174 	 54.933910 
 175 	 55.453852 
 176 	 54.862193 
 177 	 55.202845 
 178 	 55.202845 
 179 	 54.844264 
 180 	 55.166987 
 181 	 54.826335 
 182 	 55.131129 
 183 	 54.808406 
 184 	 54.826335 
 185 	 54.826335 
 186 	 54.754619 
 187 	 55.005626 
 188 	 54.754619 
 189 	 55.005626 
 190 	 54.754619 
 191 	 55.005626 
 192 	 54.682903 
 193 	 54.593258 
 194 	 54.933910 
 195 	 54.933910 
 196 	 54.611187 
 197 	 54.575329 
 198 	 54.629116 
 199 	 54.611187 
 200 	 54.611187 
 201 	 54.826335 
 202 	 54.933910 
 203 	 54.593258 
 204 	 54.575329 
 205 	 54.880122 
 206 	 54.593258 
 207 	 54.880122 
 208 	 54.467755 
 209 	 54.485684 
 210 	 54.503613 
 211 	 54.772548 
 212 	 54.467755 
 213 	 54.790477 
 214 	 54.431897 
 215 	 54.467755 
 216 	 54.754619 
 217 	 54.736690 
 218 	 54.772548 
 219 	 54.396039 
 220 	 54.360181 
 221 	 54.808406 
 222 	 54.360181 
 223 	 54.342251 
 224 	 54.664974 
 225 	 54.324322 
 226 	 54.521542 
 227 	 54.288464 
 228 	 54.575329 
 229 	 54.593258 
 230 	 54.252606 
 231 	 54.234677 
 232 	 54.234677 
 233 	 54.216748 
 234 	 54.449826 
 235 	 54.449826 
 236 	 54.180890 
 237 	 54.180890 
 238 	 54.396039 
 239 	 54.503613 
 240 	 54.109174 
 241 	 54.109174 
 242 	 54.145032 
 243 	 54.037458 
 244 	 54.252606 
 245 	 54.431897 
 246 	 54.396039 
 247 	 54.055387 
 248 	 54.378110 
 249 	 54.413968 
 250 	 54.342251 
 251 	 54.413968 
 252 	 54.019529 
 253 	 53.983671 
 254 	 53.947813 
 255 	 54.306393 
 256 	 54.324322 
 257 	 54.216748 
 258 	 53.947813 
 259 	 54.145032 
 260 	 54.180890 
 261 	 54.216748 
 262 	 54.091245 
 263 	 54.162961 
 264 	 54.162961 
 265 	 53.876097 
 266 	 54.180890 
 267 	 53.858168 
 268 	 53.822310 
 269 	 53.822310 
 270 	 54.180890 
 271 	 53.786452 
 272 	 54.145032 
 273 	 53.786452 
 274 	 54.073316 
 275 	 54.198819 
